host_timestamp_utc,elapsed_s,camera_timestamp_ms,frame_number,visible_cube_faces,num_snout_estimates,snout_cam_x_m,snout_cam_y_m,snout_cam_z_m,snout_desk_x_m,snout_desk_y_m,snout_desk_z_m,delta_from_baseline_cm,delta_x_cm,delta_y_cm,delta_z_cm
2026-07-17T21:16:31.678+00:00,40.802741,1784322991634.183,1208,0;2,2,0.14506256171167597,-0.18814663462023867,0.23358887932536943,0.42541638814604865,-0.40029406314129695,-0.48533242762734996,10.931183930944226,-1.5346958516497367,10.717842811333893,1.5044388477438053
2026-07-17T21:16:31.710+00:00,40.835871,1784322991667.523,1209,0;2,2,0.14664668469382303,-0.18494118556781836,0.23360701876773274,0.4283873116365906,-0.3983058763599894,-0.485258907388111,11.090115966249186,-1.2376035025955412,10.916661489464651,1.5117908716677009
2026-07-17T21:16:31.745+00:00,40.869209,1784322991700.864,1210,0;2,2,0.14920759434303946,-0.18910879367654565,0.23658595896369614,0.4282955288526995,-0.40294448715963055,-0.4819009070842784,10.687801146708862,-1.2467817809846515,10.452800409500535,1.8475909020509607
2026-07-17T21:16:31.777+00:00,40.902153,1784322991734.204,1211,0;2,2,0.14755849999446552,-0.185389116479915,0.23759823194551538,0.4286644584773176,-0.39882997868377856,-0.4811833291152916,11.098634409621537,-1.2098888185228418,10.864251257085733,1.919348698949641
2026-07-17T21:16:31.812+00:00,40.936159,1784322991767.543,1212,0;2,2,0.15282726036376792,-0.18466572702178607,0.23673971542925168,0.4336324716360996,-0.40088448968716267,-0.4815268528220488,10.847659919333333,-0.7130875026446437,10.658800156747322,1.884996328273919
2026-07-17T21:16:31.844+00:00,40.969009,1784322991800.884,1213,0;2,2,0.15044556376763443,-0.1860795251209628,0.23775033873004095,0.4307978120029151,-0.4008464713262967,-0.48071696235686273,10.888034651028947,-0.9965534659630904,10.66260199283392,1.9659853747925282
2026-07-17T21:16:31.877+00:00,41.002133,1784322991834.224,1214,0;2,2,0.1518938005310071,-0.18922818110610068,0.23979885140156554,0.41788444315483325,-0.4189699103258338,-0.4828864897983676,9.30702023801359,-2.287890350771277,8.850258092880209,1.749032630642039
2026-07-17T21:16:31.911+00:00,41.03561,1784322991867.564,1215,0;2,2,0.15044556376763443,-0.1860795251209628,0.23775033873004095,0.41836672401997144,-0.4157359440819951,-0.48523525455920646,9.563717728472891,-2.239662264257458,9.173654717264078,1.514156154558155
2026-07-17T21:16:31.945+00:00,41.069268,1784322991900.903,1216,0;2,2,0.15205864140842335,-0.18236949848100317,0.2341256355509213,0.4343065188618084,-0.3987241056174776,-0.4842791709775822,11.012282316839649,-0.6456827800737641,10.874838563715826,1.6097645127205795
2026-07-17T21:16:31.979+00:00,41.102736,1784322991934.243,1217,0;2,2,0.14774309536621305,-0.18869734272857924,0.23776928590937044,0.4271540645514255,-0.4017690430420492,-0.48088616466798384,10.834351395926783,-1.3609282111120502,10.57034482125867,1.9490651436804174
2026-07-17T21:16:32.011+00:00,41.135714,1784322991967.583,1218,0;2,2,0.1500882749887546,-0.1861148533296758,0.23737158352844198,0.41806237522145784,-0.41562150872443016,-0.4856434643268075,9.575494112967217,-2.270097144108818,9.185098253020573,1.473335177798052
2026-07-17T21:16:32.043+00:00,41.169162,1784322992000.923,1219,0;2,2,0.14880910351186968,-0.185481429950478,0.235267521895752,0.4298632212978878,-0.3997140326578027,-0.4833710577414448,10.963527693969262,-1.090012536465823,10.775845859683319,1.7005758363343226
2026-07-17T21:16:32.076+00:00,41.202545,1784322992034.263,1220,0;2,2,0.14817126827270688,-0.19013181936596202,0.239905598026742,0.4266522156460334,-0.40305311288826307,-0.478671622496319,10.758088132454596,-1.4111131016512624,10.441937836637283,2.170519360846901
2026-07-17T21:16:32.111+00:00,41.235486,1784322992067.603,1221,0;2,2,0.15143701537566395,-0.1866018907683543,0.23734247260493316,0.41896952391474246,-0.41672535332132715,-0.4855179179290263,9.450291322518739,-2.179382274780356,9.074713793330874,1.4858898175761692
