"Sensigent +++ PCNose+ Sensor Values +++ Sensor Resistances (in kOhms) for Cyranose 320 unit +++ Serial Number: B210423113 +++ Firmware version: 40.51"
"6/16/2026","3:10 PM","Heater ON: Temperature set at 42.0 degrees celsius","Sensor values are not filtered"
"Time","","","","Ambient Temp [C]","Therm1 [volts]","Battery Raw Reading","Flag","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32"
387.700000, 0, 0, 0, 34.2, 1.273804, 4095.000000, 0, 2.94931759, 3.04966079, 2.20718075, 1.36277253, 1.10399902, 0.51447461, 2.20721338, 1.20724744, 1.06232843, 1.47552224, 2.20719338, 0.89528093, 1.01419147, 0.96583548, 2.20767704, 0.64292642, 1.99038648, 0.98083152, 2.20535285, 1.00939227, 0.76922792, 0.81165899, 2.20480661, 1.18047215, 1.82819444, 1.36897807, 2.20643310, 1.15157130, 1.06602581, 0.81069030, 2.20739809, 0.71256757
388.200000, 0, 0, 0, 34.2, 1.273804, 4095.000000, 0, 2.94937215, 3.04954813, 2.20719496, 1.36282589, 1.10401235, 0.51449503, 2.20777863, 1.20726729, 1.06237088, 1.47549367, 2.20713286, 0.89526038, 1.01415839, 0.96581072, 2.20770599, 0.64291983, 1.99030892, 0.98082246, 2.20757441, 1.00936319, 0.76924467, 0.81163609, 2.20743441, 1.18051183, 1.82821291, 1.36896944, 2.20752914, 1.15158562, 1.06608428, 0.81068169, 2.20751704, 0.71255144
388.800000, 0, 0, 0, 34.2, 1.273193, 4095.000000, 0, 2.94956312, 3.04944815, 2.20758493, 1.36281866, 1.10403397, 0.51452005, 2.20547641, 1.20728051, 1.06235673, 1.47552041, 2.20711234, 0.89529471, 1.01417044, 0.96585316, 2.20535495, 0.64292400, 1.99039885, 0.98084306, 2.20693922, 1.00939702, 0.76924156, 0.81164766, 2.20765967, 1.18050966, 1.82829824, 1.36896011, 2.20703025, 1.15163012, 1.06611149, 0.81068021, 2.20534759, 0.71257909
389.300000, 0, 0, 0, 34.2, 1.273804, 4095.000000, 0, 2.94943676, 3.04957872, 2.20457270, 1.36281728, 1.10402034, 0.51451064, 2.20484709, 1.20728587, 1.06235760, 1.47551345, 2.20716654, 0.89529419, 1.01416904, 0.96586594, 2.20724969, 0.64293717, 1.99043026, 0.98084004, 2.20700236, 1.00940680, 0.76924013, 0.81164569, 2.20752178, 1.18049416, 1.82827360, 1.36903542, 2.20717075, 1.15162250, 1.06613465, 0.81069424, 2.20759020, 0.71256250
389.900000, 0, 0, 0, 34.2, 1.273804, 4095.000000, 0, 2.94942886, 3.04962647, 2.20511257, 1.36281900, 1.10403338, 0.51451144, 2.20729547, 1.20730225, 1.06233305, 1.47554898, 2.20526767, 0.89529263, 1.01416175, 0.96585153, 2.20730758, 0.64292422, 1.99043216, 0.98083839, 2.20484341, 1.00943140, 0.76924372, 0.81164618, 2.20690818, 1.18054315, 1.82828240, 1.36905511, 2.20732073, 1.15164993, 1.06610339, 0.81069522, 2.20748914, 0.71256987
390.400000, 0, 0, 0, 34.2, 1.273804, 4095.000000, 0, 2.94949994, 3.04978464, 2.20730758, 1.36281281, 1.10402627, 0.51449563, 2.20782285, 1.20726508, 1.06236337, 1.47552004, 2.20534023, 0.89532306, 1.01415586, 0.96582052, 2.20721496, 0.64292049, 1.99036269, 0.98084580, 2.20510258, 1.00938779, 0.76925066, 0.81165283, 2.20493856, 1.18051586, 1.82829780, 1.36906686, 2.20685398, 1.15163043, 1.06616678, 0.81068784, 2.20708340, 0.71256619
391.000000, 0, 0, 0, 34.2, 1.273804, 4095.000000, 0, 2.94963420, 3.04987791, 2.20757072, 1.36285274, 1.10409499, 0.51452385, 2.20559525, 1.20729626, 1.06235615, 1.47557390, 2.20698553, 0.89529783, 1.01420016, 0.96583874, 2.20740652, 0.64293542, 1.99038648, 0.98085129, 2.20751125, 1.00940792, 0.76926933, 0.81163658, 2.20768336, 1.18051338, 1.82839676, 1.36906928, 2.20772284, 1.15165694, 1.06616186, 0.81068563, 2.20793971, 0.71259590
391.600000, 0, 0, 0, 34.2, 1.273193, 4095.000000, 0, 2.94946189, 3.04983688, 2.20734862, 1.36286548, 1.10411395, 0.51453447, 2.20560577, 1.20730540, 1.06236568, 1.47555485, 2.20475772, 0.89531994, 1.01419007, 0.96584418, 2.20460108, 0.64295891, 1.99033937, 0.98084443, 2.20684714, 1.00942190, 0.76923965, 0.81164668, 2.20730863, 1.18056299, 1.82833694, 1.36904682, 2.20748651, 1.15170418, 1.06616591, 0.81068907, 2.20765809, 0.71259268
392.100000, 0, 0, 0, 34.2, 1.273193, 4095.000000, 0, 2.94948486, 3.04987493, 2.20490596, 1.36285412, 1.10413676, 0.51454007, 2.20684662, 1.20732996, 1.06238619, 1.47553580, 2.20520510, 0.89529341, 1.01417100, 0.96585125, 2.20708024, 0.64295715, 1.99055684, 0.98092709, 2.20735073, 1.00951079, 0.76933780, 0.81175626, 2.20780337, 1.18061880, 1.82841479, 1.36920921, 2.20759546, 1.15176636, 1.06623655, 0.81073509, 2.20750967, 0.71264589
392.700000, 0, 0, 0, 34.2, 1.273193, 4095.000000, 0, 2.94977135, 3.04992119, 2.20725916, 1.36298874, 1.10421052, 0.51459173, 2.20785338, 1.20744713, 1.06244222, 1.47561749, 2.20778653, 0.89537507, 1.01428091, 0.96597911, 2.20550323, 0.64302740, 1.99056636, 0.98093670, 2.20484288, 1.00950269, 0.76934330, 0.81174518, 2.20468308, 1.18060361, 1.82845438, 1.36925723, 2.20470989, 1.15181849, 1.06624437, 0.81073066, 2.20449701, 0.71267031
