source,distance_bin,channel,q25,median,q75,session_count,encounter_count,supported
lavender,0,S8,-0.0001657366752624511,0.000222785132271903,0.0009284615516662607,4,20,True
lavender,0,S9,2.0558304256863057e-05,0.0008821090062459312,0.0026900248649792797,4,20,True
lavender,1,S1,0.005680084228515625,0.00657808780670166,0.02517489592234294,4,10,True
lavender,1,S10,8.915151868547725e-06,0.00011605024337768563,0.00018360217412312826,4,10,True
lavender,1,S11,-0.00034007004329136446,9.89635785420735e-05,0.0009775906801223748,4,10,True
lavender,1,S12,0.0005719023091452462,0.001035235822200775,0.0015150275495317243,4,10,True
lavender,1,S13,0.0005029950823102679,0.0009891390800476074,0.0015357335408528643,4,10,True
lavender,1,S14,0.00037530064582824707,0.0008583366870880127,0.0010662674903869625,4,10,True
lavender,1,S15,0.00020725386483328692,0.0008575618267059328,0.0022683673434787327,4,10,True
lavender,1,S16,0.00015180025781903948,0.00029182434082031245,0.0004286501142713758,4,10,True
