session,cell_id,paper_x_cm,paper_y_cm,channel,visit_count,temporal_span_s,visit_scaled_mad_kohm,normalized_dispersion
mint-only-horizontal-run01,365,10.451273918151855,-10.071891784667969,S27,5,289.606,0.0003736277103424072,0.615608619685498
mint-only-horizontal-run01,365,10.451273918151855,-10.071891784667969,S28,5,289.606,0.0041300531387329096,1.1746255152307228
mint-only-horizontal-run01,365,10.451273918151855,-10.071891784667969,S29,5,289.606,0.0030993072509765624,0.7475488106402933
mint-only-horizontal-run01,365,10.451273918151855,-10.071891784667969,S30,5,289.606,0.0004127755522727966,1.1807381193124369
mint-only-horizontal-run01,365,10.451273918151855,-10.071891784667969,S31,5,289.606,0.0004478583812713623,0.573822463768116
mint-only-horizontal-run01,365,10.451273918151855,-10.071891784667969,S32,5,289.606,0.0007641340613365173,0.9137694177322203
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S1,3,38.986000000000004,0.0013343846797943114,0.0978816086291389
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S2,3,38.986000000000004,0.0016910453796386718,0.12958272952584746
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S3,3,38.986000000000004,0.0004899224281311034,0.8603351955307262
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S4,3,38.986000000000004,0.002271812009811401,0.3034251587470198
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S5,3,38.986000000000004,0.0005098940134048461,0.3388138578978273
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S6,3,38.986000000000004,1.855766773223877e-05,0.3867403314917127
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S7,3,38.986000000000004,0.0007394788742065429,0.9718931475029036
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S8,3,38.986000000000004,0.0004008456230163574,0.262987012987013
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S9,3,38.986000000000004,0.0004991128921508789,0.21068337809609075
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S10,3,38.986000000000004,0.00010622055530548096,0.6802490096208262
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S11,3,38.986000000000004,0.000135736083984375,0.21942857142857145
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S12,3,38.986000000000004,0.00032352200746536255,0.2620803207101439
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S13,3,38.986000000000004,0.00025556559562683103,0.21267833504927194
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S14,3,38.986000000000004,0.00027103031873703,0.26771997206703907
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S15,3,38.986000000000004,3.605489730834961e-05,0.0595446584938704
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S16,3,38.986000000000004,0.0001522612452507019,0.43231714966754486
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S17,3,38.986000000000004,0.0015980803012847899,0.4371706232171348
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S18,3,38.986000000000004,0.0005792643427848816,0.3236717361248272
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S19,3,38.986000000000004,1.1664819717407225e-05,0.018900343642611683
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S20,3,38.986000000000004,0.0005486000061035156,0.26729817007534984
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S21,3,38.986000000000004,0.00025971897840499877,0.3407536231884058
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S22,3,38.986000000000004,0.0001175318956375122,0.1607833655705996
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S23,3,38.986000000000004,0.00010074162483215332,0.14555669050051073
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S24,3,38.986000000000004,0.00015447049140930174,0.1031268436578171
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S25,3,38.986000000000004,4.277100563049316e-05,0.03721931713318979
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S26,3,38.986000000000004,0.0009551012992858886,0.1906441826007197
mint-only-horizontal-run01,215,-11.559606552124023,-11.115546226501465,S27,3,38.986000000000004,0.00022233853340148925,0.3663366336633664
