session,source,encounter,distance_bin,distance_bin_start_cm,distance_bin_stop_cm,channel,exit_minus_entry_kohm
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S1,-0.0001119375228881836
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S2,-0.0001308917999267578
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S3,-0.0015056133270263672
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S4,-6.288290023803711e-05
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S5,-2.4378299713134766e-05
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S6,-6.154179573059082e-06
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S7,-0.001466512680053711
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S8,-3.4749507904052734e-05
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S9,-1.7881393432617188e-07
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S10,-5.543231964111328e-06
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S11,-0.0012596845626831055
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S12,-1.1146068572998047e-05
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S13,-1.2576580047607422e-05
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S14,-1.5437602996826172e-05
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S15,-0.0015938282012939453
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S16,-5.155801773071289e-06
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S17,-7.838010787963867e-05
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S18,-3.2335519790649414e-05
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S19,-0.001457810401916504
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S20,-4.26173210144043e-05
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S21,-2.0295381546020508e-05
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S22,-1.6510486602783203e-05
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S23,0.0010074377059936523
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S24,-6.973743438720703e-06
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S25,-3.7550926208496094e-06
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S26,7.37309455871582e-05
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S27,0.001454472541809082
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S28,2.0325183868408203e-05
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S29,3.0159950256347656e-05
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S30,9.208917617797852e-06
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S31,0.0002663135528564453
mint-only-horizontal-run01,mint,0,0,0.0,1.0,S32,0.00012180209159851074
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S1,0.0487363338470459
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S2,0.042343854904174805
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S3,-0.002221822738647461
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S4,0.01724398136138916
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S5,0.0017538070678710938
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S6,9.59634780883789e-06
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S7,-0.0028934478759765625
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S8,0.0017129182815551758
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S9,0.005682945251464844
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S10,0.0001500844955444336
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S11,-0.003045320510864258
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S12,0.002238750457763672
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S13,0.0025017261505126953
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S14,0.0022211670875549316
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S15,-0.0004711151123046875
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S16,0.0006744265556335449
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S17,0.007362008094787598
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S18,0.0031572580337524414
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S19,-0.002156972885131836
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S20,0.004686236381530762
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S21,0.0015503168106079102
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S22,0.0018939375877380371
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S23,0.00010848045349121094
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S24,0.004734396934509277
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S25,0.0026816129684448242
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S26,0.012145519256591797
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S27,-0.00018668174743652344
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S28,0.005743145942687988
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S29,0.00806736946105957
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S30,0.0005584955215454102
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S31,-0.0021512508392333984
mint-only-horizontal-run01,mint,0,6,6.0,7.0,S32,0.0016818046569824219
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S1,0.0053064823150634766
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S2,0.004827141761779785
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S3,-0.001479506492614746
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S4,0.0021902918815612793
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S5,0.00027823448181152344
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S6,-1.952052116394043e-06
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S7,-0.001784682273864746
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S8,0.00030308961868286133
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S9,0.0007097721099853516
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S10,5.3048133850097656e-05
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S11,-0.001230001449584961
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S12,0.00032010674476623535
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S13,0.0003056526184082031
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S14,0.00027310848236083984
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S15,-0.0015338659286499023
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S16,8.958578109741211e-05
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S17,0.0007474422454833984
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S18,0.00036644935607910156
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S19,-0.0001577138900756836
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S20,0.0003853440284729004
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S21,0.00013843178749084473
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S22,8.559226989746094e-05
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S23,0.0013971328735351562
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S24,-1.8894672393798828e-05
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S25,2.9325485229492188e-05
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S26,0.0004086494445800781
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S27,0.00031757354736328125
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S28,0.0003616213798522949
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S29,0.00044840574264526367
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S30,2.6404857635498047e-05
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S31,0.0012458562850952148
mint-only-horizontal-run01,mint,1,0,0.0,1.0,S32,2.658367156982422e-05
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S1,0.020020723342895508
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S2,0.020169496536254883
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S3,0.0022270679473876953
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S4,0.013116240501403809
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S5,0.0029288530349731445
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S6,5.5342912673950195e-05
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S7,0.00019311904907226562
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S8,0.002460479736328125
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S9,0.00393831729888916
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S10,0.00032198429107666016
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S11,0.0006003379821777344
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S12,0.0021506547927856445
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S13,0.0022275447845458984
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S14,0.0018041729927062988
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S15,0.0002956390380859375
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S16,0.0007106661796569824
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S17,0.00699007511138916
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S18,0.0036037564277648926
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S19,0.0018134117126464844
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S20,0.004187583923339844
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S21,0.0016250014305114746
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S22,0.001545548439025879
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S23,0.00017213821411132812
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S24,0.0032193660736083984
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S25,0.0022461414337158203
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S26,0.011159420013427734
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S27,-0.0020308494567871094
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S28,0.007050514221191406
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S29,0.009296774864196777
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S30,0.0006670355796813965
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S31,-0.0009911060333251953
mint-only-horizontal-run01,mint,1,2,2.0,3.0,S32,0.0018145442008972168
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S1,0.016353368759155273
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S2,0.017586469650268555
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S3,-0.002308368682861328
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S4,0.01353597640991211
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S5,0.0034027099609375
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S6,2.0325183868408203e-05
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S7,0.002193450927734375
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S8,0.002997756004333496
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S9,0.00372314453125
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S10,0.00037169456481933594
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S11,0.002911806106567383
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S12,0.0024257898330688477
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S13,0.0023244619369506836
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S14,0.0018883347511291504
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S15,0.0032415390014648438
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S16,0.0007243156433105469
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S17,0.007291555404663086
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S18,0.0037865042686462402
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S19,0.0004162788391113281
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S20,0.003911852836608887
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S21,0.0015561580657958984
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S22,0.0012323856353759766
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S23,0.0002243518829345703
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S24,0.001807570457458496
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S25,0.0015639066696166992
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S26,0.008376002311706543
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S27,4.76837158203125e-06
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S28,0.006865143775939941
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S29,0.008439064025878906
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S30,0.000661313533782959
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S31,0.002992391586303711
mint-only-horizontal-run01,mint,1,7,7.0,8.0,S32,0.0015112757682800293
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S1,-0.00019812583923339844
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S2,-0.00037670135498046875
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S3,-0.0025179386138916016
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S4,-0.0002218484878540039
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S5,-6.306171417236328e-05
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S6,-2.0742416381835938e-05
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S7,-0.0004215240478515625
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S8,-5.6743621826171875e-05
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S9,-8.106231689453125e-05
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S10,-2.7418136596679688e-05
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S11,-0.00021266937255859375
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S12,-7.486343383789062e-05
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S13,-4.029273986816406e-05
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S14,-3.653764724731445e-05
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S15,0.00010895729064941406
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S16,-1.1861324310302734e-05
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S17,-0.00021886825561523438
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S18,-8.487701416015625e-05
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S19,-0.0003483295440673828
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S20,-6.35385513305664e-05
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S21,-7.152557373046875e-07
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S22,3.272294998168945e-05
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S23,0.0025069713592529297
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S24,0.00026094913482666016
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S25,-4.291534423828125e-05
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S26,0.0003223419189453125
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S27,0.0007996559143066406
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S28,2.4318695068359375e-05
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S29,-1.1920928955078125e-06
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S30,-2.4437904357910156e-06
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S31,0.0004937648773193359
mint-only-horizontal-run01,mint,2,0,0.0,1.0,S32,6.467103958129883e-05
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S1,0.003025054931640625
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S2,0.002336740493774414
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S3,-0.0008196830749511719
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S4,0.0008466243743896484
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S5,-9.739398956298828e-05
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S6,8.612871170043945e-06
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S7,0.0006384849548339844
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S8,-6.079673767089844e-05
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S9,0.00034928321838378906
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S10,4.76837158203125e-07
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S11,-2.3603439331054688e-05
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S12,4.9233436584472656e-05
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S13,5.173683166503906e-05
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S14,9.959936141967773e-05
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S15,-0.00021839141845703125
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S16,-4.649162292480469e-06
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S17,1.430511474609375e-06
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S18,-6.085634231567383e-05
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S19,-0.0006937980651855469
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S20,8.022785186767578e-05
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S21,-1.341104507446289e-05
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S22,6.127357482910156e-05
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S23,-0.00043582916259765625
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S24,0.0002557039260864258
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S25,1.2636184692382812e-05
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S26,9.381771087646484e-05
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S27,-0.0003120899200439453
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S28,-0.0003039836883544922
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S29,-0.00028693675994873047
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S30,-1.9371509552001953e-05
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S31,0.00023221969604492188
mint-only-horizontal-run01,mint,2,1,1.0,2.0,S32,-2.7120113372802734e-05
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S1,0.021783828735351562
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S2,0.021154046058654785
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S3,0.0014573335647583008
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S4,0.01025015115737915
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S5,0.0010886788368225098
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S6,8.210539817810059e-06
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S7,-0.00039589405059814453
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S8,0.0008813142776489258
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S9,0.0034992098808288574
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S10,8.988380432128906e-05
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S11,0.001138448715209961
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S12,0.0013302862644195557
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S13,0.001564323902130127
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S14,0.0014050006866455078
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S15,0.0010118484497070312
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S16,0.0003997683525085449
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S17,0.0032553672790527344
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S18,0.0013642609119415283
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S19,-0.0002689361572265625
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S20,0.002570807933807373
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S21,0.0008415281772613525
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S22,0.0009171664714813232
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S23,-0.00019609928131103516
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S24,0.0019397139549255371
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S25,0.0010704398155212402
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S26,0.005405604839324951
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S27,0.0012400150299072266
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S28,0.002508997917175293
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S29,0.003753066062927246
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S30,0.00029909610748291016
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S31,0.002264857292175293
mint-only-horizontal-run01,mint,2,9,9.0,10.0,S32,0.000710904598236084
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S1,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S2,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S3,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S4,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S5,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S6,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S7,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S8,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S9,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S10,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S11,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S12,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S13,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S14,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S15,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S16,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S17,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S18,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S19,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S20,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S21,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S22,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S23,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S24,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S25,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S26,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S27,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S28,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S29,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S30,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S31,0.0
mint-only-horizontal-run01,mint,3,0,0.0,1.0,S32,0.0
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S1,0.010586142539978027
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S2,0.009827136993408203
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S3,-0.0015736818313598633
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S4,0.0050948262214660645
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S5,0.0008080005645751953
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S6,9.879469871520996e-06
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S7,-0.002588629722595215
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S8,0.0009729266166687012
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S9,0.0019444823265075684
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S10,6.759166717529297e-05
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S11,-0.0017731189727783203
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S12,0.0009109675884246826
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S13,0.0009613037109375
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S14,0.0008649826049804688
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S15,-0.0012015104293823242
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S16,0.00027939677238464355
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S17,0.0028072595596313477
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S18,0.0013270974159240723
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S19,-0.002436399459838867
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S20,0.002057015895843506
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S21,0.0007325410842895508
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S22,0.0009298920631408691
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S23,-3.814697265625e-05
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S24,0.0025527477264404297
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S25,0.001537024974822998
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S26,0.006619453430175781
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S27,0.0002747774124145508
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S28,0.0036845803260803223
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S29,0.004491627216339111
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S30,0.00034102797508239746
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S31,-0.0013599395751953125
mint-only-horizontal-run01,mint,3,1,1.0,2.0,S32,0.0011456608772277832
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S1,0.0025768280029296875
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S2,0.0030944347381591797
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S3,0.0024137496948242188
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S4,0.0030541419982910156
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S5,0.001106858253479004
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S6,3.126263618469238e-05
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S7,0.0003917217254638672
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S8,0.0012181997299194336
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S9,0.0007370710372924805
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S10,8.83340835571289e-05
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S11,9.799003601074219e-05
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S12,0.0006758570671081543
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S13,0.0006358623504638672
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S14,0.0004467964172363281
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S15,6.628036499023438e-05
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S16,0.00019443035125732422
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S17,0.0021991729736328125
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S18,0.0010879039764404297
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S19,0.002445697784423828
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S20,0.000970005989074707
mint-only-horizontal-run01,mint,3,3,3.0,4.0,S21,0.00041168928146362305
