session,channel,q01_kohm,q25_kohm,median_kohm,q75_kohm,q99_kohm
caret-mint-left-lavender-right-run01,S11,2.2044914388656616,2.2053173780441284,2.2073118686676025,2.2076501846313477,2.207967519760132
caret-mint-left-lavender-right-run01,S12,0.8881414365768433,0.8914699852466583,0.8929259777069092,0.894012451171875,0.896072416305542
caret-mint-left-lavender-right-run01,S13,1.007666702270508,1.01076340675354,1.0121710300445557,1.0132908821105957,1.0151327109336854
caret-mint-left-lavender-right-run01,S14,0.9575264632701874,0.959854930639267,0.9609984159469604,0.9619264304637909,0.9635260975360871
caret-mint-left-lavender-right-run01,S15,2.2043979597091674,2.2053922414779663,2.20736026763916,2.2077229022979736,2.2080611991882324
caret-mint-left-lavender-right-run01,S16,0.6387455070018768,0.6397087275981903,0.6401195526123047,0.6404466927051544,0.6410142767429352
caret-mint-left-lavender-right-run01,S17,1.9787518572807312,1.9869816899299622,1.9906067848205566,1.993888258934021,2.000229253768921
caret-mint-left-lavender-right-run01,S18,0.9760498535633088,0.9810303449630737,0.9829990267753601,0.984378844499588,0.987145013809204
caret-mint-left-lavender-right-run01,S19,2.2043677377700805,2.2052438259124756,2.2073659896850586,2.2076427936553955,2.207923631668091
caret-mint-left-lavender-right-run01,S20,1.0026472806930542,1.0075352787971497,1.0098297595977783,1.0116370916366577,1.014970588684082
caret-mint-left-lavender-right-run01,S21,0.7654250931739807,0.767456442117691,0.7683149576187134,0.76896533370018,0.7701522278785705
caret-mint-left-lavender-right-run01,S22,0.8100377202033997,0.8115250170230865,0.812309741973877,0.8130264282226562,0.8141480922698975
caret-mint-left-lavender-right-run01,S23,2.2043339109420774,2.2054942846298218,2.207371234893799,2.2077492475509644,2.2080653619766237
caret-mint-left-lavender-right-run01,S24,1.1740992856025696,1.1762943267822266,1.1780147552490234,1.179815948009491,1.1823812222480774
caret-mint-left-lavender-right-run01,S25,1.81762779712677,1.8208023309707642,1.8224793672561646,1.823632836341858,1.8262622117996217
caret-mint-left-lavender-right-run01,S26,1.3610195517539978,1.3719863295555115,1.3778345584869385,1.383442759513855,1.3937616205215455
caret-mint-left-lavender-right-run01,S27,2.204170641899109,2.2052561044692993,2.207312822341919,2.207603931427002,2.2078854703903197
caret-mint-left-lavender-right-run01,S28,1.1421311235427856,1.1552613973617554,1.162304401397705,1.1655049920082092,1.1737624073028565
caret-mint-left-lavender-right-run01,S29,1.0595145964622497,1.0710393786430359,1.075618863105774,1.0790236592292786,1.0858517169952393
caret-mint-left-lavender-right-run01,S30,0.8079007077217102,0.8092702627182007,0.8100988268852234,0.810471773147583,0.8111346745491028
