"Sensigent +++ PCNose+ Sensor Values +++ Sensor Resistances (in kOhms) for Cyranose 320 unit +++ Serial Number: B210423113 +++ Firmware version: 40.51"
"7/22/2026","5:56 PM","Heater ON: Temperature set at 42.0 degrees celsius","Sensor values are not filtered"
"Time","","","","Ambient Temp [C]","Therm1 [volts]","Battery Raw Reading","Flag","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32"
989.100000, 0, 0, 0, 36.5, 1.221313, 4095.000000, 0, 2.92730803, 3.04152586, 2.20694554, 1.34603716, 1.10251599, 0.48839697, 2.20773652, 1.19286310, 1.04342007, 1.49467541, 2.20774600, 0.88861797, 1.00880647, 0.95935881, 2.20731915, 0.63913425, 1.98518717, 0.97765568, 2.20739546, 1.00363049, 0.76594575, 0.80988038, 2.20763967, 1.17315970, 1.82062813, 1.35771240, 2.20701184, 1.14080756, 1.06109945, 0.80804121, 2.20754335, 0.70941865
989.700000, 0, 0, 0, 36.5, 1.216431, 4095.000000, 0, 2.92745965, 3.04174901, 2.20744599, 1.34613948, 1.10253138, 0.48841425, 2.20553110, 1.19290713, 1.04345376, 1.49471946, 2.20686188, 0.88870524, 1.00880982, 0.95935448, 2.20494171, 0.63914520, 1.98522657, 0.97770309, 2.20704920, 1.00366335, 0.76596056, 0.80989760, 2.20752862, 1.17317112, 1.82064083, 1.35779754, 2.20762283, 1.14087267, 1.06119123, 0.80803728, 2.20773652, 0.70943336
990.300000, 0, 0, 0, 36.5, 1.216431, 4095.000000, 0, 2.92774582, 3.04195433, 2.20734810, 1.34626261, 1.10262372, 0.48842603, 2.20778916, 1.19299052, 1.04351028, 1.49471983, 2.20764073, 0.88871223, 1.00883721, 0.95938103, 2.20768652, 0.63913491, 1.98528638, 0.97774749, 2.20770652, 1.00371015, 0.76598779, 0.80988899, 2.20749809, 1.17320045, 1.82063163, 1.35788268, 2.20766810, 1.14095535, 1.06128214, 0.80806431, 2.20555266, 0.70946117
990.800000, 0, 0, 0, 36.5, 1.218872, 4095.000000, 0, 2.92779424, 3.04206145, 2.20703867, 1.34639121, 1.10263526, 0.48840345, 2.20767652, 1.19300708, 1.04351628, 1.49475610, 2.20786970, 0.88872051, 1.00887074, 0.95938374, 2.20778547, 0.63914761, 1.98526360, 0.97776092, 2.20734231, 1.00376084, 0.76600475, 0.80992145, 2.20817766, 1.17324150, 1.82071050, 1.35802826, 2.20794497, 1.14100774, 1.06133871, 0.80805915, 2.20814133, 0.70946968
991.400000, 128, 0, 0, 36.5, 1.218262, 4095.000000, 1, 2.92795656, 3.04227126, 2.04936190, 1.34650208, 1.10260833, 0.48840482, 2.10685583, 1.19298428, 1.04352513, 1.49476425, 2.14393993, 0.88873165, 1.00886431, 0.95938509, 2.16305562, 0.63915439, 1.98528780, 0.97775571, 2.18152105, 1.00375193, 0.76599997, 0.80991112, 2.19247116, 1.17314920, 1.82068947, 1.35797607, 2.19712842, 1.14105983, 1.06141000, 0.80808175, 2.20281208, 0.70940485
991.900000, 128, 0, 0, 36.5, 1.218262, 4095.000000, 1, 2.92548148, 3.04017174, 2.20401720, 1.34539372, 1.10268972, 0.48843919, 2.20701447, 1.19283718, 1.04289631, 1.49475351, 2.20746020, 0.88854287, 1.00866815, 0.95916106, 2.20718338, 0.63910360, 1.98489337, 0.97762252, 2.20719601, 1.00340962, 0.76590371, 0.80973896, 2.20758441, 1.17260784, 1.82045199, 1.35671404, 2.20716391, 1.14055684, 1.06097277, 0.80802623, 2.20534811, 0.70926763
992.500000, 128, 0, 0, 36.5, 1.217651, 4095.000000, 1, 2.92294839, 3.03790751, 2.20476088, 1.34399612, 1.10242425, 0.48842819, 2.20711392, 1.19259516, 1.04237471, 1.49476499, 2.20770020, 0.88828369, 1.00841196, 0.95895385, 2.20772652, 0.63900750, 1.98434860, 0.97739152, 2.20777231, 1.00305541, 0.76581415, 0.80960861, 2.20544960, 1.17230760, 1.82028026, 1.35603379, 2.20690765, 1.14016691, 1.06069116, 0.80799798, 2.20739757, 0.70915938
993.000000, 128, 0, 0, 36.5, 1.218262, 4095.000000, 1, 2.92207593, 3.03678096, 2.20745651, 1.34329041, 1.10225203, 0.48843448, 2.20797972, 1.19243998, 1.04211597, 1.49471613, 2.20776495, 0.88812991, 1.00828206, 0.95880435, 2.20542856, 0.63896656, 1.98412086, 0.97721644, 2.20706709, 1.00280902, 0.76572029, 0.80951419, 2.20525558, 1.17212495, 1.82025923, 1.35560341, 2.20716865, 1.13989238, 1.06030546, 0.80797857, 2.20772178, 0.70909273
993.600000, 128, 0, 0, 36.5, 1.218872, 4095.000000, 1, 2.92173640, 3.03629321, 2.20476613, 1.34285459, 1.10213693, 0.48842466, 2.20495906, 1.19232914, 1.04196337, 1.49468318, 2.20446495, 0.88804811, 1.00815748, 0.95873042, 2.20430308, 0.63892913, 1.98375891, 0.97707617, 2.20455693, 1.00269043, 0.76567276, 0.80946501, 2.20493383, 1.17204844, 1.82023776, 1.35530101, 2.20442869, 1.13965300, 1.06010096, 0.80793435, 2.20684767, 0.70906308
994.100000, 128, 0, 0, 36.5, 1.217651, 4095.000000, 1, 2.92182874, 3.03605122, 2.20737389, 1.34264693, 1.10205971, 0.48840973, 2.20783706, 1.19227201, 1.04186697, 1.49471613, 2.20541647, 0.88797227, 1.00811306, 0.95865866, 2.20498797, 0.63890724, 1.98352270, 0.97697043, 2.20478296, 1.00254846, 0.76562572, 0.80944656, 2.20733231, 1.17203333, 1.82016373, 1.35505453, 2.20745967, 1.13947840, 1.05987400, 0.80793313, 2.20785548, 0.70900402
