pca_fit,channel,PC1_loading,PC2_loading,PC3_loading
inverted-caret-lavender-left-mint-right-run01,S15,-0.02020461258718474,0.42165098980758836,-0.08975386771071567
inverted-caret-lavender-left-mint-right-run01,S16,0.21518054493898067,0.006350254130548896,0.00016888927905584926
inverted-caret-lavender-left-mint-right-run01,S17,0.21191583837593186,0.010517744633354595,0.00019722501816980343
inverted-caret-lavender-left-mint-right-run01,S18,0.2139307087751873,0.0071411162368376175,-0.007438197688473273
inverted-caret-lavender-left-mint-right-run01,S19,-0.006373612615056305,0.40198876932858574,0.1256994074691571
inverted-caret-lavender-left-mint-right-run01,S20,0.21640063168774748,0.003516884143489965,-0.00016782288372250957
inverted-caret-lavender-left-mint-right-run01,S21,0.21634521266618997,0.006080179925852727,-0.0011127443394669174
inverted-caret-lavender-left-mint-right-run01,S22,0.21254500852344513,0.001527411450185563,0.007153456506608563
inverted-caret-lavender-left-mint-right-run01,S23,-0.00571147117008062,0.37728584222774403,0.34157594614645687
inverted-caret-lavender-left-mint-right-run01,S24,0.19293595973259756,-0.004932600432855117,0.011940492836669182
inverted-caret-lavender-left-mint-right-run01,S25,0.21319617525446338,0.00010656275492721583,0.007044434456341967
inverted-caret-lavender-left-mint-right-run01,S26,0.21167293305111837,0.002243865639652876,0.0048223805685344515
inverted-caret-lavender-left-mint-right-run01,S27,0.008521628728452593,0.3166966703437544,0.46250140356943575
inverted-caret-lavender-left-mint-right-run01,S28,0.20308450708758444,0.007188282545674469,-0.026517063977681384
inverted-caret-lavender-left-mint-right-run01,S29,0.21549081492476382,0.006553845207476485,-0.005362489648925635
inverted-caret-lavender-left-mint-right-run01,S30,0.1867551600485917,-0.002291076574770309,-0.012325498212649506
inverted-caret-lavender-left-mint-right-run01,S31,0.0006985893426253918,0.1934310292831774,0.4763878534481335
inverted-caret-lavender-left-mint-right-run01,S32,0.21096362058178042,0.0015666279881427056,-0.012601041536028524
