source,leg,sample_offset,channel,q25,median,q75,session_count,encounter_count
lavender,entry,-7,S27,-0.001441567835181651,0.0002562176097523082,0.0003239458257501775,4,20
lavender,entry,-7,S28,-0.005846274363530147,-0.00411968571799142,-0.0012193322181701695,4,20
lavender,entry,-7,S29,-0.005745887756347656,-0.004071651805530895,-0.0017889142036437988,4,20
lavender,entry,-7,S3,-0.0010105407599246866,0.00016927719116210935,0.00033870610323819233,4,20
lavender,entry,-7,S30,-0.000654980991825913,-0.00032344595952467467,-4.577210971287303e-05,4,20
lavender,entry,-7,S31,-0.0002296729521317916,0.0003027193474047112,0.0003382942893288352,4,20
lavender,entry,-7,S32,-0.0016498960457838976,-0.0009558386616892629,-0.0004571676254272463,4,20
lavender,entry,-7,S4,-0.008776172995567324,-0.0066824968044574455,0.0005008260409037246,4,20
lavender,entry,-7,S5,-0.0020679916654314317,-0.0015795277310656265,6.4373016357393686e-06,4,20
lavender,entry,-7,S6,-5.521784935678754e-05,-3.4513798626986414e-05,8.483727773030713e-06,4,20
lavender,entry,-7,S7,-0.0005691484971479938,0.00029238245703957263,0.0004949678074229847,4,20
lavender,entry,-7,S8,-0.002170019916125706,-0.0014644297686490148,-0.00043654441833496094,4,20
lavender,entry,-7,S9,-0.002640143036842346,-0.0020159421822963618,0.0002761403719584157,4,20
lavender,entry,-6,S1,-0.01528148773388985,-0.011972521032605855,-0.0023440292903355257,4,20
lavender,entry,-6,S10,-0.000193180182041266,-0.00011944345065525593,2.835347102238599e-05,4,20
lavender,entry,-6,S11,-0.0022217306223782625,9.447878057306473e-05,0.0005202148899887552,4,20
lavender,entry,-6,S12,-0.0020656264745272123,-0.0012100477303777421,-0.0004337813173021589,4,20
lavender,entry,-6,S13,-0.0019716696861462714,-0.0012196605855768377,-0.00035881996154785156,4,20
lavender,entry,-6,S14,-0.001540058698409643,-0.0010185592940875462,-0.0003538290659586588,4,20
lavender,entry,-6,S15,-0.0024270902980457654,-0.001385275419656334,0.0003318925956626989,4,20
lavender,entry,-6,S16,-0.0005762913288214267,-0.0003590828333145533,-9.172360102335607e-05,4,20
lavender,entry,-6,S17,-0.004624434006519807,-0.0035641496831720527,-0.0004043380419413247,4,20
lavender,entry,-6,S18,-0.0028439615712021337,-0.001778777079148726,-0.0008138120174407959,4,20
lavender,entry,-6,S19,-0.0026367664337158202,-0.00014302947304465594,0.0005079863907454847,4,20
lavender,entry,-6,S2,-0.015288186795783766,-0.011820767607007707,-0.0027367604243290957,4,20
lavender,entry,-6,S20,-0.003027640856229342,-0.00208877216685902,-0.0007167379061381019,4,20
lavender,entry,-6,S21,-0.0011827487211961013,-0.0007636893879283559,-0.00021456082661946602,4,20
lavender,entry,-6,S22,-0.0009262363115946453,-0.0007243401237896512,-0.0003317495187123618,4,20
lavender,entry,-6,S23,-0.0025837919928810814,0.00042292746630581934,0.0005351124387798886,4,20
lavender,entry,-6,S24,-0.0018028754454392656,-0.0013922254244486492,-0.0005412651346875482,4,20
lavender,entry,-6,S25,-0.001933748905475323,-0.0011680041040693012,-0.0007717013359069824,4,20
lavender,entry,-6,S26,-0.007302727454747909,-0.005615432347570146,-0.002757751941680908,4,20
